EMD_no_norm_arc	denominator_info	file_origin	marker	median_diff_no_norm_arc_compare_from_vs_to	median_no_norm_arc_compare_from	median_no_norm_arc_compare_to
-0.01241880350519536	final_syntax	4%-2.txt	148Nd_pSRC__Y418	-0.010103423166253789	1.4511590711045277	1.4612624942707815
0.2357298008081546	final_syntax	4%-2.txt	149Sm_p4EBP1__T37_46	0.28160903293520834	1.346414677751569	1.0648056448163608
-0.16467084565540735	final_syntax	4%-2.txt	150Nd_pRB__S807_S811	-0.23270173672635197	2.3141435345855434	2.5468452713118954
-0.044345509149717105	final_syntax	4%-2.txt	151Eu_pPKCa__T497	-0.05195744553220738	1.4733071299619023	1.5252645754941097
0.009351453469820054	final_syntax	4%-2.txt	152Sm_pAKT__T308	0.003619484962930186	0.9424084815028771	0.938788996539947
0.08143124614078388	final_syntax	4%-2.txt	153Eu_pCREB__S133	0.10278812001490212	1.3253858887674406	1.2225977687525384
0.026742659109417723	final_syntax	4%-2.txt	154Sm_pSMAD1_5_9	0.036372744616619324	0.6218289784100576	0.5854562337934383
0.00798293320094227	final_syntax	4%-2.txt	155Gd_pAKT__S473	0.008107747216347438	0.5860697681600738	0.5779620209437264
-0.1514106897562069	final_syntax	4%-2.txt	156Gd_pNF-kB_p65__S529	-0.15646920278891407	1.9376067028395894	2.0940759056285034
-0.014633318284527365	final_syntax	4%-2.txt	157Gd_pMKK3_6__S189_207	-0.0063969630438278635	1.2376405825137882	1.244037545557616
-0.036635393232037954	final_syntax	4%-2.txt	158Gd_pP38__T180_Y182	-0.04646076613031269	3.4511948273442816	3.4976555934745943
0.0910162256574126	final_syntax	4%-2.txt	159Tb_pMAPKAPK2__T334	0.1137062600899239	1.6321411151061869	1.518434855016263
0.07034687146052403	final_syntax	4%-2.txt	160Gd_pAMPKa__T172	0.09381196385937329	2.7677229671477948	2.6739110032884215
0.09568358944490252	final_syntax	4%-2.txt	161Dy_pBAD__S112	0.11096242704331338	1.3882027945044826	1.2772403674611692
0.0820251536352135	final_syntax	4%-2.txt	162Dy_LRIG1	0.08092142963128612	1.028372367841915	0.9474509382106289
0.03342425736942303	final_syntax	4%-2.txt	163Dy_pP90RSK__T359	0.043961627411489346	1.5422193178587498	1.4982576904472604
0.18601160152912963	final_syntax	4%-2.txt	164Dy_p120_Catenin__T310	0.3110153070825761	3.372558133948027	3.061542826865451
0.11500851161777417	final_syntax	4%-2.txt	165Ho_beta-Catenin__Active	0.1431574465352421	2.1846814867468716	2.0415240402116295
0.0402860301640487	final_syntax	4%-2.txt	166Er_pGSK3b__S9	0.04997868731275634	2.397504015951577	2.3475253286388207
0.21657410265518312	final_syntax	4%-2.txt	167Er_pERK1_2__T202_Y204	0.2530422173440505	2.586371859182521	2.3333296418384704
0.05856215752067884	final_syntax	4%-2.txt	168Er_pSMAD2_3	0.07092288375403655	2.6916682007533015	2.620745316999265
0.011670036845293153	final_syntax	4%-2.txt	169Tm_EpHB2	0.00234103269602981	1.8585142688684404	1.8561732361724106
0.03263288738792962	final_syntax	4%-2.txt	170Er_pMEK1_2__S221	0.04602797395052294	1.6651478208338004	1.6191198468832775
0.012728038690859714	final_syntax	4%-2.txt	171Yb_CLCA1	0.0	0.0	0.0
-0.04216537646783692	final_syntax	4%-2.txt	172Yb_pS6__S235_236	-0.1572746386520938	0.6485214117985644	0.8057960504506582
-0.05551739807813443	final_syntax	4%-2.txt	173Yb_DCAMKL1	-0.20995156602664655	0.3658351511513128	0.5757867171779594
0.0045268184733435485	final_syntax	4%-2.txt	174Yb_CHGA	0.0	0.0	0.0
0.0033330410492964507	final_syntax	4%-2.txt	175Lu_CD44	0.0	0.0	0.0
0.05373179238089278	final_syntax	4%-2.txt	176Yb_Cyclin_B1	0.09815874712556516	2.0151704146403713	1.9170116675148061
0.04629550045726937	final_syntax	4%-2.txt	191Ir_DNA_1	0.04882926694584544	7.7279962044638895	7.679166937518044
0.04534661452185918	final_syntax	4%-2.txt	193Ir_DNA_2	0.051192220308108105	8.366242894894306	8.315050674586198
0.09666250887752245	final_syntax	4%-2.txt	198Pt_Cisplatin	0.09791434802179566	4.247402388783643	4.149488040761847
-0.13503650550318358	final_syntax	4%-2.txt	209Bi_DiMHH3__K4	-0.17286260609090398	5.974842489894581	6.147705095985485
-0.01426286158668737	final_syntax	3%-1.txt	89Y_pHH3__S28	-0.02303797645404354	0.14401292622460005	0.1670509026786436
-0.07548005285816524	final_syntax	3%-1.txt	113In_CD326__EpCAM	-0.07973542915570198	2.0861539444878705	2.1658893736435725
0.16806016614633645	final_syntax	3%-1.txt	115In_Pan-CK	0.16254768030403843	2.4402293802185238	2.2776816999144853
0.09459863954509413	final_syntax	3%-1.txt	127I_IdU	0.0	0.0	0.0
0.018474955057652516	final_syntax	3%-1.txt	140Ce_EQ_Beads	0.02765802031230036	0.053275637028074356	0.025617616715773995
-0.10305076022375409	final_syntax	3%-1.txt	141Pr_pPDK1__S241	-0.10891519666319605	1.406354597703845	1.515269794367041
-0.09326188845348206	final_syntax	3%-1.txt	142Nd_cCaspase_3__D175	-0.14899302241080958	1.1674998133423031	1.3164928357531127
-0.04545663140173709	final_syntax	3%-1.txt	143Nd_C-MYC	-0.05939317270706401	1.2301674801392122	1.2895606528462762
0.027720004807728005	final_syntax	3%-1.txt	144Nd_Lysozyme	0.02137301117728055	0.21526618222657995	0.1938931710492994
-0.12997792575633024	final_syntax	3%-1.txt	145Nd_FABP1	-0.13536892825717095	0.5045675045986866	0.6399364328558576
-0.08011631888858503	final_syntax	3%-1.txt	146Nd_pMKK4_SEK1__S257	-0.09731402456643812	0.8167633317018652	0.9140773562683033
-0.13088411893427407	final_syntax	3%-1.txt	147Sm_pBTK__Y511	-0.15123841099786484	2.121400748665894	2.272639159663759
0.038600383319261716	final_syntax	3%-1.txt	148Nd_pSRC__Y418	0.046704971652442806	1.5079674659232243	1.4612624942707815
-0.14956291364625918	final_syntax	3%-1.txt	149Sm_p4EBP1__T37_46	-0.13522319495466517	0.9295824498616956	1.0648056448163608
0.19661764500411236	final_syntax	3%-1.txt	150Nd_pRB__S807_S811	0.3243263685692006	2.871171639881096	2.5468452713118954
0.061107559040968804	final_syntax	3%-1.txt	151Eu_pPKCa__T497	0.09272868096081299	1.6179932564549226	1.5252645754941097
0.021476798327837058	final_syntax	3%-1.txt	152Sm_pAKT__T308	0.02687062567431675	0.9656596222142637	0.938788996539947
-0.04187269548271234	final_syntax	3%-1.txt	153Eu_pCREB__S133	-0.04010813943192937	1.182489629320609	1.2225977687525384
-0.024808091515871454	final_syntax	3%-1.txt	154Sm_pSMAD1_5_9	-0.03729234291142414	0.5481638908820141	0.5854562337934383
-0.004816796916782568	final_syntax	3%-1.txt	155Gd_pAKT__S473	-0.0007806565499148821	0.5771813643938115	0.5779620209437264
0.1252586484167423	final_syntax	3%-1.txt	156Gd_pNF-kB_p65__S529	0.16653392114561738	2.260609826774121	2.0940759056285034
-0.022159598074808013	final_syntax	3%-1.txt	157Gd_pMKK3_6__S189_207	-0.01695362061127126	1.2270839249463448	1.244037545557616
0.039088905637956875	final_syntax	3%-1.txt	158Gd_pP38__T180_Y182	0.06106904388923651	3.558724637363831	3.4976555934745943
-0.058362448396741366	final_syntax	3%-1.txt	159Tb_pMAPKAPK2__T334	-0.04797365464491832	1.4704612003713446	1.518434855016263
-0.07226868549754077	final_syntax	3%-1.txt	160Gd_pAMPKa__T172	-0.08132102822063825	2.592589975067783	2.6739110032884215
-0.12377625653949278	final_syntax	3%-1.txt	161Dy_pBAD__S112	-0.13325030594449205	1.1439900615166771	1.2772403674611692
-0.024971655085463812	final_syntax	3%-1.txt	162Dy_LRIG1	-0.006476705596371479	0.9409742326142574	0.9474509382106289
-0.035901598957099615	final_syntax	3%-1.txt	163Dy_pP90RSK__T359	-0.031694529555711615	1.4665631608915488	1.4982576904472604
-0.15480814028568668	final_syntax	3%-1.txt	164Dy_p120_Catenin__T310	-0.20509855030607937	2.8564442765593716	3.061542826865451
-0.10969744227550815	final_syntax	3%-1.txt	165Ho_beta-Catenin__Active	-0.14234651735668735	1.8991775228549421	2.0415240402116295
-0.04754178055176844	final_syntax	3%-1.txt	166Er_pGSK3b__S9	-0.059986064068591194	2.2875392645702295	2.3475253286388207
-0.27621870565436585	final_syntax	3%-1.txt	167Er_pERK1_2__T202_Y204	-0.33726093054408324	1.9960687112943871	2.3333296418384704
-0.06121351338377873	final_syntax	3%-1.txt	168Er_pSMAD2_3	-0.07515546255459649	2.5455898544446685	2.620745316999265
0.041885553664158456	final_syntax	3%-1.txt	169Tm_EpHB2	0.07725017104923015	1.9334234072216407	1.8561732361724106
-0.048627778190440486	final_syntax	3%-1.txt	170Er_pMEK1_2__S221	-0.07532299532530184	1.5437968515579756	1.6191198468832775
0.013053806727851737	final_syntax	3%-1.txt	171Yb_CLCA1	0.0	0.0	0.0
0.025051425436506868	final_syntax	3%-1.txt	172Yb_pS6__S235_236	0.06631399273120364	0.8721100431818618	0.8057960504506582
0.023907353605565628	final_syntax	3%-1.txt	173Yb_DCAMKL1	0.06326423939469872	0.6390509565726581	0.5757867171779594
0.005921730204232499	final_syntax	3%-1.txt	174Yb_CHGA	0.0	0.0	0.0
0.02937873518569267	final_syntax	3%-1.txt	175Lu_CD44	0.12161821234393098	0.12161821234393098	0.0
-0.09738036465504607	final_syntax	3%-1.txt	176Yb_Cyclin_B1	-0.16008883796072526	1.7569228295540809	1.9170116675148061
-0.05743804971808978	final_syntax	3%-1.txt	191Ir_DNA_1	-0.06953196199795464	7.609634975520089	7.679166937518044
-0.05957607163975408	final_syntax	3%-1.txt	193Ir_DNA_2	-0.07313610231367029	8.241914572272528	8.315050674586198
-0.1011684717738464	final_syntax	3%-1.txt	198Pt_Cisplatin	-0.10104863958290622	4.048439401178941	4.149488040761847
0.11330351829204217	final_syntax	3%-1.txt	209Bi_DiMHH3__K4	0.17831554071965883	6.3260206367051435	6.147705095985485
-0.006580923256263402	final_syntax	3%-2.txt	89Y_pHH3__S28	-0.0065368165930221045	0.16051408608562148	0.1670509026786436
-0.042062717055084464	final_syntax	3%-2.txt	113In_CD326__EpCAM	-0.052907089146522424	2.11298228449705	2.1658893736435725
0.23785029139624553	final_syntax	3%-2.txt	115In_Pan-CK	0.2608207654241004	2.5385024653385857	2.2776816999144853
0.011326521343959263	final_syntax	3%-2.txt	127I_IdU	0.0	0.0	0.0
-0.006783928573885791	final_syntax	3%-2.txt	140Ce_EQ_Beads	-0.00699101149099253	0.018626605224781465	0.025617616715773995
-0.09034921120046294	final_syntax	3%-2.txt	141Pr_pPDK1__S241	-0.10092367716139727	1.4143461172056437	1.515269794367041
-0.06804681900177455	final_syntax	3%-2.txt	142Nd_cCaspase_3__D175	-0.08612488233480331	1.2303679534183094	1.3164928357531127
0.031336897067872654	final_syntax	3%-2.txt	143Nd_C-MYC	0.03158964680131571	1.321150299647592	1.2895606528462762
0.008985215300563548	final_syntax	3%-2.txt	144Nd_Lysozyme	0.005041686762833758	0.19893485781213316	0.1938931710492994
0.02516788066705401	final_syntax	3%-2.txt	145Nd_FABP1	0.04163577756621162	0.6815722104220692	0.6399364328558576
-0.05022725052335973	final_syntax	3%-2.txt	146Nd_pMKK4_SEK1__S257	-0.05721720180858991	0.8568601544597134	0.9140773562683033
-0.09639834270883119	final_syntax	3%-2.txt	147Sm_pBTK__Y511	-0.11628991380148035	2.1563492458622786	2.272639159663759
0.013467466226627537	final_syntax	3%-2.txt	148Nd_pSRC__Y418	0.01197228977669429	1.4732347840474758	1.4612624942707815
-0.1287757590604591	final_syntax	3%-2.txt	149Sm_p4EBP1__T37_46	-0.13603547733406218	0.9287701674822986	1.0648056448163608
0.09648886791030441	final_syntax	3%-2.txt	150Nd_pRB__S807_S811	0.1779294289897333	2.7247747003016287	2.5468452713118954
0.010915262258091567	final_syntax	3%-2.txt	151Eu_pPKCa__T497	0.009719383387760683	1.5349839588818703	1.5252645754941097
0.01196983779481513	final_syntax	3%-2.txt	152Sm_pAKT__T308	0.009770786612137372	0.9485597831520843	0.938788996539947
-0.073463854001844	final_syntax	3%-2.txt	153Eu_pCREB__S133	-0.08830760033206819	1.1342901684204703	1.2225977687525384
-0.00656970488172488	final_syntax	3%-2.txt	154Sm_pSMAD1_5_9	-0.004963407535172881	0.5804928262582654	0.5854562337934383
0.011695755156578846	final_syntax	3%-2.txt	155Gd_pAKT__S473	0.01282246198581849	0.5907844829295449	0.5779620209437264
0.04756226995446425	final_syntax	3%-2.txt	156Gd_pNF-kB_p65__S529	0.05227286319283264	2.146348768821336	2.0940759056285034
0.018372062924271244	final_syntax	3%-2.txt	157Gd_pMKK3_6__S189_207	0.015149185715011004	1.259186731272627	1.244037545557616
-0.030152323918939856	final_syntax	3%-2.txt	158Gd_pP38__T180_Y182	-0.022760841025903478	3.474894752448691	3.4976555934745943
-0.07714952133976546	final_syntax	3%-2.txt	159Tb_pMAPKAPK2__T334	-0.09328389947318505	1.425150955543078	1.518434855016263
-0.08298900749037542	final_syntax	3%-2.txt	160Gd_pAMPKa__T172	-0.10528804607065023	2.5686229572177712	2.6739110032884215
-0.046902908075100974	final_syntax	3%-2.txt	161Dy_pBAD__S112	-0.04701983851573366	1.2302205289454355	1.2772403674611692
-0.08140123188977103	final_syntax	3%-2.txt	162Dy_LRIG1	-0.08541921970081201	0.8620317185098169	0.9474509382106289
-0.04329764281788501	final_syntax	3%-2.txt	163Dy_pP90RSK__T359	-0.05703588617176347	1.441221804275497	1.4982576904472604
-0.15164338733394225	final_syntax	3%-2.txt	164Dy_p120_Catenin__T310	-0.19195271883700116	2.86959010802845	3.061542826865451
-0.045849437575296616	final_syntax	3%-2.txt	165Ho_beta-Catenin__Active	-0.05271608799353267	1.9888079522180968	2.0415240402116295
-0.025574314001549622	final_syntax	3%-2.txt	166Er_pGSK3b__S9	-0.03050389722725555	2.317021431411565	2.3475253286388207
-0.17239869483964376	final_syntax	3%-2.txt	167Er_pERK1_2__T202_Y204	-0.1948922244263347	2.1384374174121357	2.3333296418384704
-0.025399580957120704	final_syntax	3%-2.txt	168Er_pSMAD2_3	-0.0353457642302093	2.5853995527690556	2.620745316999265
0.03310706918489692	final_syntax	3%-2.txt	169Tm_EpHB2	0.03170767702158006	1.8878809131939907	1.8561732361724106
-0.027274723163117142	final_syntax	3%-2.txt	170Er_pMEK1_2__S221	-0.044227485969562386	1.574892360913715	1.6191198468832775
0.014709386139101225	final_syntax	3%-2.txt	171Yb_CLCA1	0.0	0.0	0.0
0.02530742392230387	final_syntax	3%-2.txt	172Yb_pS6__S235_236	0.05776174877734819	0.8635577992280064	0.8057960504506582
-0.010798680678665	final_syntax	3%-2.txt	173Yb_DCAMKL1	-0.03417945192661298	0.5416072652513464	0.5757867171779594
0.007516429628867612	final_syntax	3%-2.txt	174Yb_CHGA	0.0	0.0	0.0
0.027909773256583	final_syntax	3%-2.txt	175Lu_CD44	0.0	0.0	0.0
-0.02356032003964904	final_syntax	3%-2.txt	176Yb_Cyclin_B1	-0.03940546221965979	1.8776062052951463	1.9170116675148061
-0.013609065167919068	final_syntax	3%-2.txt	191Ir_DNA_1	-0.014157104361872896	7.665009833156171	7.679166937518044
-0.014175967616513376	final_syntax	3%-2.txt	193Ir_DNA_2	-0.017205158339313797	8.297845516246884	8.315050674586198
-0.061691864263418834	final_syntax	3%-2.txt	198Pt_Cisplatin	-0.058346598320440535	4.0911414424414065	4.149488040761847
0.06647912270604625	final_syntax	3%-2.txt	209Bi_DiMHH3__K4	0.10800636148317455	6.255711457468659	6.147705095985485
